id,found_id,required_sum,current_sum,closedFoundrisingAmount,philantrops_amount,creation_date,closing_date
820,711,$498493.00,$9831.03,48,12,3/16/2021,11/6/2021
821,788,$207135.11,$13142.12,79,13,4/30/2021,12/25/2021
822,687,$158674.34,$8266.16,68,54,1/12/2021,5/12/2022
823,910,$137909.89,$46988.45,26,31,3/18/2021,4/2/2022
824,243,$147006.00,$45924.41,38,53,7/3/2021,6/25/2022
825,599,$198439.21,$47463.46,10,17,6/1/2021,2/2/2022
826,269,$197201.41,$33807.38,23,25,5/27/2021,4/22/2022
827,686,$200260.28,$37639.42,56,29,8/5/2021,4/5/2022
828,42,$459258.73,$9354.83,19,16,6/23/2021,9/1/2021
829,357,$231705.90,$14328.65,14,44,1/29/2021,1/18/2022
830,63,$327004.69,$25913.37,82,15,3/17/2021,4/10/2022
831,834,$344450.85,$6371.75,13,52,5/2/2021,8/1/2022
832,463,$484020.61,$1357.72,86,36,7/22/2021,2/11/2022
833,637,$470684.69,$24494.13,84,8,2/19/2021,11/14/2021
834,65,$315352.78,$10759.85,76,37,1/11/2021,2/15/2022
835,269,$492715.21,$32716.15,81,37,7/18/2021,1/31/2022
836,209,$368000.44,$11134.25,81,45,7/28/2021,5/28/2022
837,155,$269891.99,$7027.01,84,55,4/4/2021,7/29/2022
838,812,$91907.06,$44178.21,97,29,7/10/2021,10/25/2021
839,372,$409620.95,$36747.65,6,56,3/12/2021,4/13/2022
840,301,$279236.30,$16096.20,48,53,6/5/2021,3/3/2022
841,794,$439321.91,$15102.96,73,13,2/7/2021,3/18/2022
842,215,$453357.73,$23036.85,77,13,1/9/2021,5/4/2022
843,706,$424548.18,$2245.45,76,39,6/2/2021,3/6/2022
844,905,$263902.73,$12796.70,82,11,3/21/2021,3/18/2022
845,284,$143456.10,$1791.02,52,52,5/23/2021,7/20/2022
846,212,$65375.87,$4583.96,51,58,2/26/2021,6/19/2022
847,79,$303141.93,$42676.29,55,23,7/14/2021,4/4/2022
848,310,$89604.80,$42639.29,91,31,3/15/2021,8/30/2021
849,735,$321283.52,$30684.42,79,59,4/22/2021,1/13/2022
850,432,$243377.33,$37777.95,45,5,6/10/2021,7/3/2022
851,839,$83203.47,$14867.05,3,57,4/30/2021,11/21/2021
852,126,$280485.07,$22155.14,8,24,3/31/2021,9/8/2021
853,369,$496327.25,$41761.23,56,44,2/27/2021,11/12/2021
854,925,$255063.18,$35393.92,57,43,1/17/2021,1/9/2022
855,626,$429052.64,$15195.77,64,35,3/8/2021,12/23/2021
856,418,$245943.91,$26268.42,6,23,7/16/2021,4/10/2022
857,26,$215530.17,$40732.72,91,7,7/2/2021,6/25/2022
858,238,$403187.84,$30075.43,46,35,3/6/2021,3/21/2022
859,721,$153358.95,$11463.87,83,27,1/5/2021,2/8/2022
860,884,$174609.27,$26746.03,13,8,4/30/2021,11/23/2021
861,378,$232111.36,$4339.51,0,12,3/11/2021,11/22/2021
862,804,$153947.79,$37737.16,23,34,2/3/2021,9/6/2021
863,837,$148305.85,$9211.15,20,9,3/12/2021,10/7/2021
864,543,$387799.36,$47240.67,7,20,7/4/2021,11/5/2021
865,305,$254105.39,$6419.06,93,39,7/2/2021,2/21/2022
866,17,$220898.68,$49112.16,74,50,2/12/2021,3/24/2022
867,799,$120693.04,$36318.04,48,18,8/3/2021,6/4/2022
868,624,$368106.87,$12801.07,49,27,4/24/2021,1/10/2022
869,655,$132810.78,$167.27,42,44,4/19/2021,2/9/2022
870,16,$396844.37,$8066.23,29,46,5/20/2021,11/1/2021
871,291,$195783.27,$8215.88,79,43,2/7/2021,1/20/2022
872,448,$442635.23,$25097.12,36,32,4/28/2021,11/17/2021
873,699,$343197.99,$16301.11,10,30,4/30/2021,6/8/2022
874,150,$439376.03,$20535.49,49,21,5/27/2021,2/23/2022
875,830,$103639.38,$4400.70,26,28,6/24/2021,12/25/2021
876,717,$142332.39,$4353.82,38,20,7/1/2021,7/23/2022
877,226,$327610.69,$31570.65,89,31,3/24/2021,3/21/2022
878,29,$391465.55,$351.35,12,52,5/19/2021,7/16/2022
879,967,$169792.13,$27853.40,16,14,4/26/2021,5/9/2022
880,942,$259100.65,$5529.89,76,19,3/17/2021,5/1/2022
881,429,$237014.62,$29244.40,74,7,1/27/2021,11/13/2021
882,96,$418398.38,$31784.44,5,33,4/28/2021,11/30/2021
883,704,$358366.58,$7161.76,55,30,1/22/2021,11/17/2021
884,179,$93427.24,$39791.32,55,32,2/24/2021,11/16/2021
885,29,$399176.96,$47554.46,53,49,7/23/2021,7/26/2022
886,979,$303965.22,$29265.84,81,12,1/14/2021,4/17/2022
887,842,$112913.40,$29796.55,51,58,3/1/2021,5/8/2022
888,723,$390606.83,$49470.65,56,42,2/2/2021,2/26/2022
889,652,$368659.79,$17426.99,69,17,4/1/2021,4/2/2022
890,857,$225614.82,$31320.95,95,31,7/18/2021,4/21/2022
891,976,$167225.16,$14148.07,20,5,6/29/2021,3/28/2022
892,859,$238227.19,$14734.78,3,42,4/8/2021,7/4/2022
893,794,$422093.95,$23963.81,12,57,1/31/2021,3/24/2022
894,159,$480562.37,$18363.79,26,17,5/14/2021,8/11/2021
895,350,$247985.02,$42577.67,80,56,3/25/2021,9/10/2021
896,959,$86130.76,$28402.15,64,5,5/18/2021,10/11/2021
897,529,$328524.32,$11130.55,32,31,4/27/2021,12/17/2021
898,869,$280917.42,$28244.47,12,51,2/8/2021,5/12/2022
899,26,$53592.58,$43339.84,38,25,5/21/2021,5/27/2022
900,353,$101726.87,$47727.21,71,56,6/3/2021,4/27/2022
901,782,$229672.96,$47024.85,9,8,2/18/2021,6/4/2022
902,101,$240343.14,$24104.31,74,50,1/23/2021,11/22/2021
903,758,$235411.06,$39757.38,52,58,1/30/2021,1/31/2022
904,85,$121895.28,$41524.54,97,58,7/8/2021,12/23/2021
905,286,$212002.58,$47826.23,66,26,6/21/2021,11/16/2021
906,9,$236633.47,$7766.02,66,31,3/18/2021,6/26/2022
907,671,$497416.52,$41390.40,37,42,5/9/2021,12/23/2021
908,8,$104673.01,$10738.45,53,19,6/2/2021,4/15/2022
909,958,$55590.59,$1065.44,50,20,5/28/2021,11/20/2021
910,550,$98144.76,$21420.78,86,39,4/1/2021,12/22/2021
911,450,$65126.05,$25862.02,73,46,1/21/2021,10/19/2021
912,548,$163095.65,$4570.21,36,55,1/15/2021,10/23/2021
913,441,$137250.44,$6744.16,90,52,2/14/2021,11/25/2021
914,461,$106003.79,$6479.30,74,32,5/4/2021,5/7/2022
915,634,$386279.75,$8706.99,2,48,1/8/2021,8/25/2021
916,713,$374752.60,$43301.57,84,13,1/7/2021,10/29/2021
917,496,$496303.89,$31838.37,66,13,6/7/2021,1/18/2022
918,818,$355489.72,$25246.24,17,32,4/24/2021,9/7/2021
919,962,$494897.27,$23785.58,45,47,4/26/2021,4/15/2022
920,53,$356285.38,$48040.85,5,45,4/29/2021,10/21/2021
921,389,$200623.14,$1163.35,16,24,7/6/2021,9/16/2021
922,187,$345206.32,$14007.58,54,20,1/19/2021,10/25/2021
923,645,$170902.83,$7094.94,14,15,3/25/2021,9/6/2021
924,932,$157565.33,$30214.96,57,5,7/10/2021,4/24/2022
925,235,$122418.43,$1330.75,96,61,5/29/2021,1/2/2022
926,290,$347136.96,$46231.05,85,28,7/7/2021,11/10/2021
927,583,$273784.72,$23521.66,53,9,1/29/2021,6/27/2022
928,224,$376597.67,$12474.69,19,33,4/29/2021,6/6/2022
929,300,$288538.14,$43404.92,53,25,6/6/2021,8/2/2022
930,657,$133559.21,$9975.41,45,36,1/23/2021,9/15/2021
931,772,$493590.92,$28624.02,83,53,5/7/2021,8/7/2021
932,843,$152360.43,$10763.98,49,34,2/9/2021,9/6/2021
933,391,$251832.90,$367.78,43,10,6/6/2021,11/7/2021
934,144,$140117.73,$4541.39,78,13,4/17/2021,3/3/2022
935,712,$253399.85,$36048.21,99,9,7/13/2021,11/29/2021
936,326,$446991.45,$1923.95,55,36,7/28/2021,10/18/2021
937,679,$296812.82,$26444.19,3,22,2/9/2021,2/14/2022
938,59,$112102.02,$11096.07,73,50,3/21/2021,5/23/2022
939,100,$212153.23,$9033.29,74,9,6/28/2021,1/10/2022
940,931,$420583.74,$2062.76,3,62,6/23/2021,7/13/2022
941,666,$359775.25,$19637.18,37,57,7/8/2021,7/17/2022
942,61,$134880.66,$33394.11,17,58,5/1/2021,8/28/2021
943,992,$433223.99,$15267.72,28,33,3/28/2021,7/25/2022
944,633,$444380.50,$28416.38,90,51,2/13/2021,2/8/2022
945,243,$424141.48,$17934.86,3,11,6/28/2021,5/25/2022
946,463,$178631.86,$47964.16,89,34,4/18/2021,2/21/2022
947,799,$271414.67,$46643.24,24,34,3/16/2021,6/21/2022
948,4,$395333.10,$12413.39,72,42,3/26/2021,10/14/2021
949,143,$444250.85,$19049.00,96,14,4/15/2021,7/9/2022
950,359,$473434.73,$24177.33,74,45,5/27/2021,9/14/2021
951,807,$377537.20,$9796.71,11,21,2/8/2021,7/18/2022
952,723,$287268.86,$19017.35,34,56,7/30/2021,8/5/2022
953,96,$104509.53,$33040.60,49,10,5/14/2021,5/7/2022
954,543,$121117.73,$8656.80,52,6,2/27/2021,12/15/2021
955,251,$124306.55,$3522.25,51,28,5/14/2021,4/14/2022
956,708,$140380.65,$27044.48,64,40,2/28/2021,1/27/2022
957,182,$232934.71,$13200.54,61,28,3/27/2021,6/21/2022
958,960,$124330.29,$14331.05,56,62,7/15/2021,10/20/2021
959,448,$498084.67,$47553.03,59,20,6/24/2021,10/4/2021
960,790,$171942.99,$37417.70,59,53,5/10/2021,7/25/2022
961,180,$51825.40,$19968.45,34,51,2/25/2021,2/12/2022
962,440,$211260.89,$25329.05,6,57,3/31/2021,2/21/2022
963,97,$113629.50,$37733.39,48,36,6/17/2021,5/31/2022
964,40,$137632.91,$20941.94,94,56,7/3/2021,4/20/2022
965,707,$362756.46,$4206.38,78,40,6/14/2021,5/1/2022
966,826,$95759.40,$9428.25,12,27,1/28/2021,6/12/2022
967,935,$193317.57,$22998.72,52,15,2/3/2021,12/30/2021
968,35,$73393.34,$33176.86,99,10,3/20/2021,2/10/2022
969,249,$452420.74,$32072.09,65,48,5/4/2021,3/15/2022
970,103,$342966.83,$1181.60,2,60,2/23/2021,6/24/2022
971,597,$143215.25,$37661.88,27,59,3/1/2021,10/23/2021
972,538,$450211.50,$20928.09,89,29,1/23/2021,7/5/2022
973,563,$365126.47,$38478.43,16,40,7/28/2021,9/29/2021
974,927,$468261.38,$31202.53,52,44,6/18/2021,5/26/2022
975,597,$139238.55,$30497.56,60,53,7/24/2021,1/2/2022
976,659,$54433.65,$35492.17,83,39,7/6/2021,2/8/2022
977,575,$464299.07,$30242.63,79,26,7/14/2021,11/19/2021
978,388,$105721.56,$49193.23,80,24,6/17/2021,4/13/2022
979,521,$420913.23,$34384.19,22,24,5/21/2021,11/15/2021
980,326,$216163.86,$35468.24,72,24,3/28/2021,9/22/2021
981,517,$245356.91,$30149.56,92,60,3/30/2021,7/17/2022
982,311,$288247.57,$19471.58,2,32,4/29/2021,10/8/2021
983,34,$442951.06,$45580.79,68,6,2/5/2021,7/14/2022
984,555,$326706.91,$4452.41,14,11,7/4/2021,4/21/2022
985,354,$339375.38,$24284.78,15,53,4/27/2021,1/18/2022
986,555,$181502.05,$49876.72,77,46,7/23/2021,7/2/2022
987,944,$136220.28,$43412.60,36,62,7/12/2021,9/10/2021
988,211,$97321.95,$11780.72,60,17,5/8/2021,11/15/2021
989,41,$76988.07,$36099.02,6,25,4/2/2021,11/30/2021
990,649,$342515.85,$23967.26,33,32,1/20/2021,11/7/2021
991,462,$87577.74,$25317.48,43,22,1/7/2021,7/18/2022
992,814,$462581.88,$14334.30,71,54,3/8/2021,11/23/2021
993,565,$139570.16,$49821.86,83,57,3/10/2021,1/19/2022
994,833,$220230.81,$46.17,57,11,1/15/2021,10/1/2021
995,671,$145255.04,$42414.11,14,6,7/13/2021,6/25/2022
996,548,$281952.08,$42822.28,29,36,1/3/2021,10/25/2021
997,366,$105724.34,$22350.22,41,21,5/18/2021,3/29/2022
998,7,$333380.85,$5628.50,36,24,3/25/2021,10/13/2021
999,734,$341769.19,$12408.60,79,15,5/17/2021,9/30/2021
1000,341,$331760.25,$48767.72,71,14,3/10/2021,6/2/2022
