id,from_essence_type,from_id,to_essence_type,sum_of_money,comment,to_id
972,f,972,f,$412.39,its donate from user with id = 972,161
973,f,973,f,"$8,823.32",its donate from user with id = 973,770
974,f,974,f,"$3,956.75",its donate from user with id = 974,156
975,f,975,f,"$8,581.72",its donate from user with id = 975,671
976,f,976,f,"$5,563.39",its donate from user with id = 976,827
977,f,977,f,"$5,216.24",its donate from user with id = 977,623
978,f,978,f,"$9,995.49",its donate from user with id = 978,170
979,f,979,f,"$2,698.16",its donate from user with id = 979,681
980,f,980,f,"$4,430.06",its donate from user with id = 980,20
981,f,981,f,"$8,817.07",its donate from user with id = 981,322
982,f,982,f,"$5,722.28",its donate from user with id = 982,797
983,f,983,f,$71.82,its donate from user with id = 983,439
984,f,984,f,"$2,142.09",its donate from user with id = 984,683
985,f,985,f,"$6,927.99",its donate from user with id = 985,883
986,f,986,f,"$2,008.34",its donate from user with id = 986,608
987,f,987,f,"$8,684.36",its donate from user with id = 987,400
988,f,988,f,"$8,253.45",its donate from user with id = 988,281
989,f,989,f,"$1,868.76",its donate from user with id = 989,637
990,f,990,f,"$9,742.93",its donate from user with id = 990,461
991,f,991,f,"$5,118.43",its donate from user with id = 991,2
992,f,992,f,"$1,813.76",its donate from user with id = 992,720
993,f,993,f,"$7,183.73",its donate from user with id = 993,453
994,f,994,f,"$8,506.82",its donate from user with id = 994,614
995,f,995,f,"$4,838.05",its donate from user with id = 995,891
996,f,996,f,"$1,669.67",its donate from user with id = 996,199
997,f,997,f,"$9,813.46",its donate from user with id = 997,995
998,f,998,f,"$8,705.59",its donate from user with id = 998,186
999,f,999,f,"$6,240.01",its donate from user with id = 999,380
1000,f,1000,f,"$4,473.25",its donate from user with id = 1000,859
1001,f,1,t,"$8,183.77",its donate from user with id = 1,48
1002,f,2,t,"$5,614.38",its donate from user with id = 2,328
1003,f,3,t,$531.14,its donate from user with id = 3,788
1004,f,4,t,$222.57,its donate from user with id = 4,421
1005,f,5,t,"$8,669.57",its donate from user with id = 5,84
1006,f,6,t,"$2,624.93",its donate from user with id = 6,516
1007,f,7,t,"$1,527.02",its donate from user with id = 7,246
1008,f,8,t,"$5,390.86",its donate from user with id = 8,558
1009,f,9,t,"$6,792.80",its donate from user with id = 9,86
1010,f,10,t,"$9,433.51",its donate from user with id = 10,795
1011,f,11,t,"$5,793.94",its donate from user with id = 11,237
1012,f,12,t,"$9,632.18",its donate from user with id = 12,181
1013,f,13,t,"$2,041.76",its donate from user with id = 13,512
1014,f,14,t,"$8,015.64",its donate from user with id = 14,684
1015,f,15,t,"$9,828.17",its donate from user with id = 15,714
1016,f,16,t,$547.73,its donate from user with id = 16,133
1017,f,17,t,"$8,508.76",its donate from user with id = 17,460
1018,f,18,t,"$1,069.95",its donate from user with id = 18,351
1019,f,19,t,"$3,647.89",its donate from user with id = 19,482
1020,f,20,t,"$9,139.84",its donate from user with id = 20,131
1021,f,21,t,"$1,801.01",its donate from user with id = 21,660
1022,f,22,t,"$3,299.64",its donate from user with id = 22,22
1023,f,23,t,$836.73,its donate from user with id = 23,882
1024,f,24,t,"$7,603.18",its donate from user with id = 24,261
1025,f,25,t,"$2,504.21",its donate from user with id = 25,972
1026,f,26,t,"$3,031.61",its donate from user with id = 26,873
1027,f,27,t,"$6,644.84",its donate from user with id = 27,786
1028,f,28,t,"$3,799.68",its donate from user with id = 28,861
1029,f,29,t,"$5,928.25",its donate from user with id = 29,433
1030,f,30,t,"$1,480.42",its donate from user with id = 30,619
1031,f,31,t,"$1,401.51",its donate from user with id = 31,556
1032,f,32,t,"$5,098.35",its donate from user with id = 32,178
1033,f,33,t,"$8,517.18",its donate from user with id = 33,503
1034,f,34,t,"$8,587.46",its donate from user with id = 34,951
1035,f,35,t,"$6,064.62",its donate from user with id = 35,611
1036,f,36,t,$758.89,its donate from user with id = 36,44
1037,f,37,t,"$6,896.18",its donate from user with id = 37,24
1038,f,38,t,"$1,717.34",its donate from user with id = 38,663
1039,f,39,t,$154.11,its donate from user with id = 39,197
1040,f,40,t,"$9,168.38",its donate from user with id = 40,128
1041,f,41,t,"$2,913.81",its donate from user with id = 41,162
1042,f,42,t,"$4,498.03",its donate from user with id = 42,144
1043,f,43,t,"$5,495.28",its donate from user with id = 43,333
1044,f,44,t,$820.14,its donate from user with id = 44,369
1045,f,45,t,"$7,161.63",its donate from user with id = 45,761
1046,f,46,t,"$6,051.67",its donate from user with id = 46,941
1047,f,47,t,"$7,100.09",its donate from user with id = 47,995
1048,f,48,t,"$5,491.82",its donate from user with id = 48,572
1049,f,49,t,"$3,808.52",its donate from user with id = 49,703
1050,f,50,t,"$8,315.74",its donate from user with id = 50,120
1051,f,51,t,"$7,312.62",its donate from user with id = 51,593
1052,f,52,t,"$9,797.39",its donate from user with id = 52,824
1053,f,53,t,"$1,101.43",its donate from user with id = 53,770
1054,f,54,t,"$1,832.68",its donate from user with id = 54,11
1055,f,55,t,"$2,564.68",its donate from user with id = 55,125
1056,f,56,t,"$9,156.41",its donate from user with id = 56,411
1057,f,57,t,"$4,037.68",its donate from user with id = 57,426
1058,f,58,t,"$7,652.33",its donate from user with id = 58,434
1059,f,59,t,$462.19,its donate from user with id = 59,398
1060,f,60,t,$361.88,its donate from user with id = 60,319
1061,f,61,t,"$1,459.43",its donate from user with id = 61,969
1062,f,62,t,"$8,518.32",its donate from user with id = 62,281
1063,f,63,t,"$6,614.40",its donate from user with id = 63,373
1064,f,64,t,"$5,087.47",its donate from user with id = 64,422
1065,f,65,t,"$4,453.43",its donate from user with id = 65,909
1066,f,66,t,"$5,873.69",its donate from user with id = 66,484
1067,f,67,t,"$1,358.80",its donate from user with id = 67,364
1068,f,68,t,"$2,306.06",its donate from user with id = 68,388
1069,f,69,t,"$4,529.74",its donate from user with id = 69,370
1070,f,70,t,"$6,607.27",its donate from user with id = 70,627
1071,f,71,t,"$3,612.65",its donate from user with id = 71,215
1072,f,72,t,"$3,961.11",its donate from user with id = 72,372
1073,f,73,t,"$9,796.62",its donate from user with id = 73,511
1074,f,74,t,"$2,994.36",its donate from user with id = 74,32
1075,f,75,t,"$9,536.00",its donate from user with id = 75,164
1076,f,76,t,"$2,317.95",its donate from user with id = 76,25
1077,f,77,t,"$4,592.00",its donate from user with id = 77,799
1078,f,78,t,$736.99,its donate from user with id = 78,413
1079,f,79,t,"$9,961.81",its donate from user with id = 79,110
1080,f,80,t,$758.62,its donate from user with id = 80,729
1081,f,81,t,"$5,621.93",its donate from user with id = 81,166
1082,f,82,t,"$5,057.64",its donate from user with id = 82,459
1083,f,83,t,"$5,093.05",its donate from user with id = 83,886
1084,f,84,t,"$1,415.20",its donate from user with id = 84,542
1085,f,85,t,"$5,220.37",its donate from user with id = 85,130
1086,f,86,t,"$6,865.55",its donate from user with id = 86,590
1087,f,87,t,"$8,560.41",its donate from user with id = 87,244
1088,f,88,t,"$6,175.06",its donate from user with id = 88,314
1089,f,89,t,"$2,115.11",its donate from user with id = 89,912
1090,f,90,t,"$3,150.36",its donate from user with id = 90,758
1091,f,91,t,"$4,279.10",its donate from user with id = 91,385
1092,f,92,t,"$1,722.60",its donate from user with id = 92,330
1093,f,93,t,"$8,610.06",its donate from user with id = 93,307
1094,f,94,t,$962.64,its donate from user with id = 94,706
1095,f,95,t,"$2,206.71",its donate from user with id = 95,646
1096,f,96,t,"$7,623.16",its donate from user with id = 96,746
1097,f,97,t,"$9,409.84",its donate from user with id = 97,808
1098,f,98,t,"$6,933.14",its donate from user with id = 98,865
1099,f,99,t,"$8,145.34",its donate from user with id = 99,2
1100,f,100,t,"$3,667.80",its donate from user with id = 100,34
1101,f,101,t,"$5,562.95",its donate from user with id = 101,871
1102,f,102,t,"$1,972.33",its donate from user with id = 102,203
1103,f,103,t,"$7,195.54",its donate from user with id = 103,286
1104,f,104,t,"$9,913.19",its donate from user with id = 104,40
1105,f,105,t,$466.22,its donate from user with id = 105,49
1106,f,106,t,"$4,053.72",its donate from user with id = 106,624
1107,f,107,t,"$1,111.51",its donate from user with id = 107,223
1108,f,108,t,"$7,376.76",its donate from user with id = 108,662
1109,f,109,t,"$5,811.07",its donate from user with id = 109,448
1110,f,110,t,"$3,036.37",its donate from user with id = 110,353
1111,f,111,t,"$5,596.66",its donate from user with id = 111,265
1112,f,112,t,"$5,101.32",its donate from user with id = 112,982
1113,f,113,t,"$4,791.80",its donate from user with id = 113,606
1114,f,114,t,"$3,565.94",its donate from user with id = 114,760
1115,f,115,t,"$6,665.61",its donate from user with id = 115,584
1116,f,116,t,"$2,997.63",its donate from user with id = 116,63
1117,f,117,t,"$2,339.05",its donate from user with id = 117,858
1118,f,118,t,"$7,225.08",its donate from user with id = 118,304
1119,f,119,t,"$3,578.74",its donate from user with id = 119,242
1120,f,120,t,"$3,730.85",its donate from user with id = 120,37
1121,f,121,t,"$5,838.63",its donate from user with id = 121,857
1122,f,122,t,"$1,781.83",its donate from user with id = 122,994
1123,f,123,t,"$2,574.48",its donate from user with id = 123,23
1124,f,124,t,"$9,058.59",its donate from user with id = 124,708
1125,f,125,t,"$7,548.64",its donate from user with id = 125,259
1126,f,126,t,"$6,325.90",its donate from user with id = 126,953
1127,f,127,t,$688.50,its donate from user with id = 127,88
1128,f,128,t,"$4,756.68",its donate from user with id = 128,971
1129,f,129,t,$432.24,its donate from user with id = 129,153
1130,f,130,t,"$6,782.97",its donate from user with id = 130,195
1131,f,131,t,"$5,932.07",its donate from user with id = 131,483
1132,f,132,t,$939.97,its donate from user with id = 132,692
1133,f,133,t,"$5,317.11",its donate from user with id = 133,509
1134,f,134,t,"$8,587.89",its donate from user with id = 134,686
1135,f,135,t,"$5,792.83",its donate from user with id = 135,585
1136,f,136,t,"$9,957.84",its donate from user with id = 136,570
1137,f,137,t,$703.98,its donate from user with id = 137,59
1138,f,138,t,"$5,333.94",its donate from user with id = 138,893
1139,f,139,t,"$3,141.64",its donate from user with id = 139,629
1140,f,140,t,"$7,317.42",its donate from user with id = 140,885
1141,f,141,t,"$3,079.11",its donate from user with id = 141,948
1142,f,142,t,"$1,599.95",its donate from user with id = 142,901
1143,f,143,t,"$4,634.18",its donate from user with id = 143,52
1144,f,144,t,"$5,472.93",its donate from user with id = 144,816
1145,f,145,t,"$8,911.09",its donate from user with id = 145,940
1146,f,146,t,"$4,710.15",its donate from user with id = 146,43
1147,f,147,t,"$9,271.48",its donate from user with id = 147,944
1148,f,148,t,$545.21,its donate from user with id = 148,872
1149,f,149,t,$651.78,its donate from user with id = 149,630
1150,f,150,t,"$2,366.29",its donate from user with id = 150,565
1151,f,151,t,"$9,592.23",its donate from user with id = 151,306
1152,f,152,t,"$7,844.54",its donate from user with id = 152,294
1153,f,153,t,"$1,784.46",its donate from user with id = 153,299
1154,f,154,t,"$3,831.67",its donate from user with id = 154,569
1155,f,155,t,"$8,397.65",its donate from user with id = 155,575
1156,f,156,t,"$5,108.85",its donate from user with id = 156,734
1157,f,157,t,"$5,747.45",its donate from user with id = 157,945
1158,f,158,t,$477.00,its donate from user with id = 158,469
1159,f,159,t,"$7,905.33",its donate from user with id = 159,993
1160,f,160,t,"$8,616.70",its donate from user with id = 160,208
1161,f,161,t,"$4,258.93",its donate from user with id = 161,312
1162,f,162,t,"$4,857.36",its donate from user with id = 162,894
1163,f,163,t,"$1,680.01",its donate from user with id = 163,358
1164,f,164,t,"$6,711.45",its donate from user with id = 164,576
1165,f,165,t,"$3,130.98",its donate from user with id = 165,637
1166,f,166,t,"$4,733.36",its donate from user with id = 166,295
1167,f,167,t,"$3,777.81",its donate from user with id = 167,807
1168,f,168,t,"$3,313.89",its donate from user with id = 168,725
1169,f,169,t,"$4,019.90",its donate from user with id = 169,875
1170,f,170,t,"$2,692.71",its donate from user with id = 170,309
1171,f,171,t,"$7,238.11",its donate from user with id = 171,160
1172,f,172,t,"$9,120.44",its donate from user with id = 172,447
1173,f,173,t,"$9,592.45",its donate from user with id = 173,883
1174,f,174,t,"$8,218.42",its donate from user with id = 174,456
1175,f,175,t,"$1,379.27",its donate from user with id = 175,146
1176,f,176,t,"$9,944.06",its donate from user with id = 176,943
1177,f,177,t,"$5,311.08",its donate from user with id = 177,769
1178,f,178,t,"$3,967.02",its donate from user with id = 178,841
1179,f,179,t,"$8,632.75",its donate from user with id = 179,485
1180,f,180,t,"$6,342.06",its donate from user with id = 180,467
1181,f,181,t,$867.44,its donate from user with id = 181,492
1182,f,182,t,"$5,597.50",its donate from user with id = 182,587
1183,f,183,t,"$8,251.64",its donate from user with id = 183,802
1184,f,184,t,"$5,823.11",its donate from user with id = 184,990
1185,f,185,t,"$5,392.83",its donate from user with id = 185,340
1186,f,186,t,"$9,555.06",its donate from user with id = 186,580
1187,f,187,t,"$1,779.96",its donate from user with id = 187,403
1188,f,188,t,"$8,204.29",its donate from user with id = 188,256
1189,f,189,t,"$3,379.01",its donate from user with id = 189,445
1190,f,190,t,"$6,026.95",its donate from user with id = 190,696
1191,f,191,t,"$2,024.81",its donate from user with id = 191,339
1192,f,192,t,"$2,445.61",its donate from user with id = 192,961
1193,f,193,t,"$6,852.69",its donate from user with id = 193,81
1194,f,194,t,"$5,064.17",its donate from user with id = 194,755
1195,f,195,t,"$1,824.86",its donate from user with id = 195,12
1196,f,196,t,"$5,026.76",its donate from user with id = 196,71
1197,f,197,t,"$1,234.31",its donate from user with id = 197,310
1198,f,198,t,"$7,175.35",its donate from user with id = 198,718
1199,f,199,t,"$3,866.45",its donate from user with id = 199,925
1200,f,200,t,"$1,501.82",its donate from user with id = 200,313
1201,f,201,t,$331.03,its donate from user with id = 201,196
1202,f,202,t,"$1,838.27",its donate from user with id = 202,688
1203,f,203,t,"$9,026.65",its donate from user with id = 203,514
1204,f,204,t,"$5,839.75",its donate from user with id = 204,870
1205,f,205,t,"$2,829.22",its donate from user with id = 205,617
1206,f,206,t,"$7,471.09",its donate from user with id = 206,159
1207,f,207,t,"$4,496.45",its donate from user with id = 207,80
1208,f,208,t,"$7,940.46",its donate from user with id = 208,357
1209,f,209,t,$193.87,its donate from user with id = 209,209
1210,f,210,t,"$1,119.54",its donate from user with id = 210,468
1211,f,211,t,"$1,267.71",its donate from user with id = 211,336
1212,f,212,t,$390.17,its donate from user with id = 212,179
1213,f,213,t,"$8,407.80",its donate from user with id = 213,374
1214,f,214,t,"$7,178.48",its donate from user with id = 214,394
1215,f,215,t,"$7,361.87",its donate from user with id = 215,722
1216,f,216,t,"$8,195.27",its donate from user with id = 216,675
1217,f,217,t,"$7,277.27",its donate from user with id = 217,260
1218,f,218,t,"$3,782.59",its donate from user with id = 218,238
1219,f,219,t,"$6,652.16",its donate from user with id = 219,647
1220,f,220,t,$996.55,its donate from user with id = 220,381
1221,f,221,t,$781.67,its donate from user with id = 221,747
1222,f,222,t,"$6,407.23",its donate from user with id = 222,185
1223,f,223,t,"$5,981.37",its donate from user with id = 223,70
1224,f,224,t,"$1,467.76",its donate from user with id = 224,828
1225,f,225,t,"$1,913.62",its donate from user with id = 225,557
1226,f,226,t,$689.68,its donate from user with id = 226,775
1227,f,227,t,$651.96,its donate from user with id = 227,465
1228,f,228,t,"$6,221.98",its donate from user with id = 228,604
1229,f,229,t,"$4,789.96",its donate from user with id = 229,74
1230,f,230,t,"$7,651.86",its donate from user with id = 230,46
1231,f,231,t,"$5,389.35",its donate from user with id = 231,549
1232,f,232,t,"$6,279.18",its donate from user with id = 232,700
1233,f,233,t,"$4,778.48",its donate from user with id = 233,204
1234,f,234,t,"$6,621.38",its donate from user with id = 234,793
1235,f,235,t,"$2,304.98",its donate from user with id = 235,915
1236,f,236,t,$939.31,its donate from user with id = 236,655
1237,f,237,t,"$4,534.97",its donate from user with id = 237,709
1238,f,238,t,"$3,651.57",its donate from user with id = 238,965
1239,f,239,t,"$9,474.43",its donate from user with id = 239,539
1240,f,240,t,"$5,691.73",its donate from user with id = 240,193
1241,f,241,t,$368.39,its donate from user with id = 241,610
1242,f,242,t,"$5,388.53",its donate from user with id = 242,550
1243,f,243,t,"$7,021.95",its donate from user with id = 243,521
1244,f,244,t,$715.36,its donate from user with id = 244,462
1245,f,245,t,$681.42,its donate from user with id = 245,101
1246,f,246,t,"$7,145.98",its donate from user with id = 246,366
1247,f,247,t,"$5,750.42",its donate from user with id = 247,918
1248,f,248,t,"$4,183.10",its donate from user with id = 248,217
1249,f,249,t,"$6,362.72",its donate from user with id = 249,573
1250,f,250,t,"$3,522.16",its donate from user with id = 250,890
1251,f,251,t,"$5,908.25",its donate from user with id = 251,90
1252,f,252,t,"$1,763.33",its donate from user with id = 252,39
1253,f,253,t,"$9,827.00",its donate from user with id = 253,329
1254,f,254,t,"$2,579.64",its donate from user with id = 254,798
1255,f,255,t,"$5,012.94",its donate from user with id = 255,334
1256,f,256,t,"$3,733.95",its donate from user with id = 256,937
1257,f,257,t,"$8,950.66",its donate from user with id = 257,368
1258,f,258,t,"$4,955.64",its donate from user with id = 258,342
1259,f,259,t,"$9,191.93",its donate from user with id = 259,412
1260,f,260,t,"$8,132.23",its donate from user with id = 260,379
1261,f,261,t,$445.00,its donate from user with id = 261,473
1262,f,262,t,"$3,225.33",its donate from user with id = 262,866
1263,f,263,t,"$4,697.06",its donate from user with id = 263,519
1264,f,264,t,"$2,106.37",its donate from user with id = 264,69
1265,f,265,t,"$2,866.30",its donate from user with id = 265,966
1266,f,266,t,"$4,249.70",its donate from user with id = 266,229
1267,f,267,t,"$1,852.07",its donate from user with id = 267,96
1268,f,268,t,"$1,457.24",its donate from user with id = 268,632
1269,f,269,t,"$1,187.31",its donate from user with id = 269,860
1270,f,270,t,"$3,850.57",its donate from user with id = 270,387
1271,f,271,t,"$5,619.26",its donate from user with id = 271,19
1272,f,272,t,"$4,130.86",its donate from user with id = 272,930
1273,f,273,t,"$4,381.17",its donate from user with id = 273,694
1274,f,274,t,"$7,001.59",its donate from user with id = 274,441
1275,f,275,t,"$3,641.27",its donate from user with id = 275,487
1276,f,276,t,"$5,935.07",its donate from user with id = 276,347
1277,f,277,t,"$3,413.21",its donate from user with id = 277,789
1278,f,278,t,"$7,814.83",its donate from user with id = 278,555
1279,f,279,t,"$9,899.34",its donate from user with id = 279,976
1280,f,280,t,"$6,421.32",its donate from user with id = 280,420
1281,f,281,t,$657.26,its donate from user with id = 281,444
1282,f,282,t,"$3,627.39",its donate from user with id = 282,189
1283,f,283,t,"$6,911.19",its donate from user with id = 283,752
1284,f,284,t,"$9,187.22",its donate from user with id = 284,868
1285,f,285,t,"$6,569.02",its donate from user with id = 285,42
1286,f,286,t,$839.37,its donate from user with id = 286,645
1287,f,287,t,"$1,128.31",its donate from user with id = 287,581
1288,f,288,t,"$6,915.32",its donate from user with id = 288,104
1289,f,289,t,"$4,152.35",its donate from user with id = 289,21
1290,f,290,t,"$7,675.26",its donate from user with id = 290,210
1291,f,291,t,"$3,643.32",its donate from user with id = 291,480
1292,f,292,t,"$4,182.97",its donate from user with id = 292,250
1293,f,293,t,"$8,889.96",its donate from user with id = 293,288
1294,f,294,t,"$2,348.76",its donate from user with id = 294,352
1295,f,295,t,"$7,784.55",its donate from user with id = 295,776
1296,f,296,t,"$4,993.56",its donate from user with id = 296,753
1297,f,297,t,"$9,915.15",its donate from user with id = 297,85
1298,f,298,t,$439.47,its donate from user with id = 298,594
1299,f,299,t,"$6,947.54",its donate from user with id = 299,567
1300,f,300,t,"$4,428.78",its donate from user with id = 300,839
1301,f,301,t,"$6,577.08",its donate from user with id = 301,917
1302,f,302,t,"$3,185.19",its donate from user with id = 302,227
1303,f,303,t,"$5,523.01",its donate from user with id = 303,356
1304,f,304,t,"$4,974.93",its donate from user with id = 304,984
1305,f,305,t,"$5,653.33",its donate from user with id = 305,762
1306,f,306,t,"$4,600.09",its donate from user with id = 306,167
1307,f,307,t,"$6,905.61",its donate from user with id = 307,927
1308,f,308,t,"$8,234.75",its donate from user with id = 308,756
1309,f,309,t,"$9,992.07",its donate from user with id = 309,267
1310,f,310,t,"$9,971.15",its donate from user with id = 310,827
1311,f,311,t,"$1,498.89",its donate from user with id = 311,345
1312,f,312,t,$75.57,its donate from user with id = 312,907
1313,f,313,t,"$2,323.29",its donate from user with id = 313,254
1314,f,314,t,"$1,500.88",its donate from user with id = 314,157
1315,f,315,t,"$1,806.55",its donate from user with id = 315,211
1316,f,316,t,"$6,661.98",its donate from user with id = 316,258
1317,f,317,t,"$3,757.05",its donate from user with id = 317,582
1318,f,318,t,"$7,134.91",its donate from user with id = 318,453
1319,f,319,t,"$1,422.88",its donate from user with id = 319,98
1320,f,320,t,"$8,404.68",its donate from user with id = 320,138
1321,f,321,t,"$5,751.94",its donate from user with id = 321,296
1322,f,322,t,"$2,315.29",its donate from user with id = 322,427
1323,f,323,t,"$2,753.57",its donate from user with id = 323,574
1324,f,324,t,"$7,624.57",its donate from user with id = 324,551
1325,f,325,t,"$1,474.76",its donate from user with id = 325,15
1326,f,326,t,"$6,165.88",its donate from user with id = 326,831
1327,f,327,t,"$1,715.34",its donate from user with id = 327,402
1328,f,328,t,"$4,645.61",its donate from user with id = 328,830
1329,f,329,t,"$8,748.23",its donate from user with id = 329,161
1330,f,330,t,"$7,562.41",its donate from user with id = 330,173
1331,f,331,t,"$1,471.44",its donate from user with id = 331,778
1332,f,332,t,"$9,243.82",its donate from user with id = 332,931
1333,f,333,t,"$2,917.65",its donate from user with id = 333,638
1334,f,334,t,"$2,477.93",its donate from user with id = 334,973
1335,f,335,t,"$1,646.03",its donate from user with id = 335,490
1336,f,336,t,"$1,629.19",its donate from user with id = 336,840
1337,f,337,t,"$1,058.23",its donate from user with id = 337,522
1338,f,338,t,"$2,577.96",its donate from user with id = 338,335
1339,f,339,t,"$5,796.12",its donate from user with id = 339,779
1340,f,340,t,"$4,845.54",its donate from user with id = 340,780
1341,f,341,t,"$5,784.55",its donate from user with id = 341,656
1342,f,342,t,"$2,804.49",its donate from user with id = 342,750
1343,f,343,t,"$2,690.80",its donate from user with id = 343,187
1344,f,344,t,"$1,596.60",its donate from user with id = 344,727
1345,f,345,t,"$3,822.57",its donate from user with id = 345,773
1346,f,346,t,"$9,932.44",its donate from user with id = 346,867
1347,f,347,t,"$3,864.52",its donate from user with id = 347,3
1348,f,348,t,$706.03,its donate from user with id = 348,277
1349,f,349,t,$872.21,its donate from user with id = 349,141
1350,f,350,t,"$7,567.02",its donate from user with id = 350,318
1351,f,351,t,"$5,130.47",its donate from user with id = 351,202
1352,f,352,t,"$3,396.38",its donate from user with id = 352,996
1353,f,353,t,"$2,831.21",its donate from user with id = 353,666
1354,f,354,t,"$7,473.57",its donate from user with id = 354,548
1355,f,355,t,"$8,086.87",its donate from user with id = 355,206
1356,f,356,t,"$3,120.96",its donate from user with id = 356,719
1357,f,357,t,"$5,594.98",its donate from user with id = 357,405
1358,f,358,t,"$3,369.18",its donate from user with id = 358,787
1359,f,359,t,$961.84,its donate from user with id = 359,375
1360,f,360,t,"$9,132.44",its donate from user with id = 360,579
1361,f,361,t,"$9,993.79",its donate from user with id = 361,82
1362,f,362,t,"$2,198.69",its donate from user with id = 362,960
1363,f,363,t,"$2,394.18",its donate from user with id = 363,577
1364,f,364,t,"$1,681.77",its donate from user with id = 364,735
1365,f,365,t,"$6,868.84",its donate from user with id = 365,338
1366,f,366,t,"$7,329.10",its donate from user with id = 366,855
1367,f,367,t,"$5,050.70",its donate from user with id = 367,53
1368,f,368,t,"$3,430.25",its donate from user with id = 368,191
1369,f,369,t,"$5,486.14",its donate from user with id = 369,273
1370,f,370,t,"$1,636.56",its donate from user with id = 370,650
1371,f,371,t,"$8,971.33",its donate from user with id = 371,554
1372,f,372,t,"$9,620.21",its donate from user with id = 372,707
1373,f,373,t,"$7,705.50",its donate from user with id = 373,517
1374,f,374,t,"$2,559.32",its donate from user with id = 374,621
1375,f,375,t,"$7,129.46",its donate from user with id = 375,123
1376,f,376,t,"$4,053.32",its donate from user with id = 376,667
1377,f,377,t,"$7,016.43",its donate from user with id = 377,677
1378,f,378,t,"$3,796.63",its donate from user with id = 378,500
1379,f,379,t,"$7,550.14",its donate from user with id = 379,60
1380,f,380,t,"$3,531.60",its donate from user with id = 380,977
1381,f,381,t,"$5,084.39",its donate from user with id = 381,349
1382,f,382,t,"$3,680.92",its donate from user with id = 382,274
1383,f,383,t,"$9,266.21",its donate from user with id = 383,33
1384,f,384,t,"$3,098.62",its donate from user with id = 384,723
1385,f,385,t,"$8,090.17",its donate from user with id = 385,198
1386,f,386,t,"$8,507.72",its donate from user with id = 386,417
1387,f,387,t,"$1,929.22",its donate from user with id = 387,145
1388,f,388,t,"$3,731.40",its donate from user with id = 388,174
1389,f,389,t,"$7,439.64",its donate from user with id = 389,231
1390,f,390,t,"$1,333.08",its donate from user with id = 390,67
1391,f,391,t,"$1,859.46",its donate from user with id = 391,844
1392,f,392,t,"$7,624.22",its donate from user with id = 392,262
1393,f,393,t,"$5,956.21",its donate from user with id = 393,768
1394,f,394,t,"$4,030.97",its donate from user with id = 394,608
1395,f,395,t,$548.26,its donate from user with id = 395,742
1396,f,396,t,"$4,775.60",its donate from user with id = 396,455
1397,f,397,t,"$7,798.73",its donate from user with id = 397,393
1398,f,398,t,$312.00,its donate from user with id = 398,823
1399,f,399,t,"$5,997.88",its donate from user with id = 399,28
1400,f,400,t,"$8,553.04",its donate from user with id = 400,911
1401,f,401,t,"$9,444.64",its donate from user with id = 401,538
1402,f,402,t,"$4,091.13",its donate from user with id = 402,628
1403,f,403,t,$83.65,its donate from user with id = 403,640
1404,f,404,t,"$3,275.98",its donate from user with id = 404,315
1405,f,405,t,"$9,169.36",its donate from user with id = 405,546
1406,f,406,t,"$9,780.70",its donate from user with id = 406,902
1407,f,407,t,"$9,184.26",its donate from user with id = 407,843
1408,f,408,t,"$4,364.08",its donate from user with id = 408,625
1409,f,409,t,"$2,571.15",its donate from user with id = 409,736
1410,f,410,t,"$6,797.44",its donate from user with id = 410,117
1411,f,411,t,"$9,678.28",its donate from user with id = 411,415
1412,f,412,t,"$6,540.63",its donate from user with id = 412,560
1413,f,413,t,$581.04,its donate from user with id = 413,79
1414,f,414,t,"$1,702.90",its donate from user with id = 414,671
1415,f,415,t,"$4,333.27",its donate from user with id = 415,764
1416,f,416,t,"$7,937.92",its donate from user with id = 416,836
1417,f,417,t,$927.17,its donate from user with id = 417,820
1418,f,418,t,"$5,423.91",its donate from user with id = 418,906
1419,f,419,t,"$9,039.75",its donate from user with id = 419,245
1420,f,420,t,"$4,825.34",its donate from user with id = 420,234
1421,f,421,t,"$7,958.91",its donate from user with id = 421,847
1422,f,422,t,"$9,847.65",its donate from user with id = 422,749
1423,f,423,t,"$5,831.07",its donate from user with id = 423,361
1424,f,424,t,"$9,852.07",its donate from user with id = 424,36
1425,f,425,t,"$7,963.42",its donate from user with id = 425,616
1426,f,426,t,"$4,441.37",its donate from user with id = 426,16
1427,f,427,t,"$5,431.92",its donate from user with id = 427,690
1428,f,428,t,$688.63,its donate from user with id = 428,905
1429,f,429,t,"$6,271.93",its donate from user with id = 429,406
1430,f,430,t,"$7,867.81",its donate from user with id = 430,400
1431,f,431,t,"$3,299.51",its donate from user with id = 431,371
1432,f,432,t,"$1,067.10",its donate from user with id = 432,938
1433,f,433,t,"$5,220.65",its donate from user with id = 433,832
1434,f,434,t,"$4,243.82",its donate from user with id = 434,317
1435,f,435,t,"$8,407.65",its donate from user with id = 435,908
1436,f,436,t,$643.12,its donate from user with id = 436,343
1437,f,437,t,"$8,103.16",its donate from user with id = 437,272
1438,f,438,t,$518.84,its donate from user with id = 438,27
1439,f,439,t,"$3,551.01",its donate from user with id = 439,143
1440,f,440,t,"$4,554.13",its donate from user with id = 440,552
1441,f,441,t,"$4,382.20",its donate from user with id = 441,148
1442,f,442,t,"$3,697.34",its donate from user with id = 442,134
