id,found_id,description,required_sum,current_sum,philantrops_amount,creation_date,closing_date
103,826,"","$15,000.00","$5,507.70",16,2021-07-13,
83,211,"","$16,420.57","$6,011.88",48,2021-07-29,
95,457,"","$15,000.00","$5,720.95",33,2021-04-10,
77,830,"","$30,142.06",$103.45,50,2021-03-04,
100,250,"","$23,395.64",$869.60,10,2021-02-25,
94,980,"","$24,082.83","$6,257.38",35,2021-01-03,
78,652,"","$15,000.00","$9,690.78",7,2021-06-10,
92,893,"","$15,000.00",$227.64,51,2021-05-21,
964,40,"","$20,941.94","$5,288.28",56,2021-07-03,
957,182,"","$15,000.00","$3,788.66",28,2021-03-27,
959,448,"","$47,553.03",$716.55,20,2021-06-24,
963,97,"","$37,733.39","$8,999.27",36,2021-06-17,
972,538,"","$20,928.09","$2,504.21",29,2021-01-23,
980,326,"","$35,468.24","$5,257.56",24,2021-03-28,
991,462,"","$25,317.48","$9,791.13",22,2021-01-07,
951,807,"","$15,000.00","$8,587.46",21,2021-02-08,
1000,341,"","$48,767.72","$4,142.20",14,2021-03-10,
987,944,"","$43,412.60","$5,280.28",62,2021-07-12,
995,671,"","$42,414.11","$7,100.09",6,2021-07-13,
969,249,"","$32,072.09","$1,459.43",48,2021-05-04,
974,927,"","$31,202.53",$287.07,44,2021-06-18,
982,311,"","$19,471.58","$5,101.32",32,2021-04-29,
994,833,"","$15,000.00","$1,781.83",11,2021-01-15,
953,96,"","$33,040.60","$6,325.90",10,2021-05-14,
971,597,"","$37,661.88","$4,756.68",59,2021-03-01,
948,4,"","$15,000.00","$3,079.11",42,2021-03-26,
944,633,"","$28,416.38","$9,271.48",51,2021-02-13,
945,243,"","$17,934.86","$5,747.45",11,2021-06-28,
993,565,"","$49,821.86","$7,905.33",57,2021-03-10,
990,649,"","$23,967.26","$5,823.11",32,2021-01-20,
961,180,"","$19,968.45","$2,445.61",51,2021-02-25,
965,707,"","$15,000.00","$3,651.57",40,2021-06-14,
966,826,"","$15,000.00","$2,866.30",27,2021-01-28,
976,659,"","$35,492.17","$9,899.34",39,2021-07-06,
984,555,"","$15,000.00","$4,974.93",11,2021-07-04,
973,563,"","$38,478.43","$2,477.93",40,2021-07-28,
996,548,"","$42,822.28","$3,396.38",36,2021-01-03,
960,790,"","$37,417.70","$2,198.69",53,2021-05-10,
977,575,"","$30,242.63","$3,531.60",26,2021-07-14,
985,354,"","$24,284.78","$4,040.20",53,2021-04-27,
968,35,"","$33,176.86",$62.19,10,2021-03-20,
989,41,"","$36,099.02","$5,341.91",25,2021-04-02,
975,597,"","$30,497.56","$6,370.49",53,2021-07-24,
949,143,"","$19,049.00","$4,770.39",14,2021-04-15,
962,440,"","$25,329.05","$5,187.09",57,2021-03-31,
988,211,"","$15,000.00","$6,146.84",17,2021-05-08,
986,555,"","$49,876.72","$4,432.11",46,2021-07-23,
983,34,"","$45,580.79","$4,528.33",6,2021-02-05,
950,359,"","$24,177.33","$2,557.05",45,2021-05-27,
998,7,"","$15,000.00","$5,617.61",24,2021-03-25,
956,708,"","$27,044.48","$9,432.15",40,2021-02-28,
967,935,"","$22,998.72","$5,475.94",15,2021-02-03,
978,388,"","$49,193.23","$7,338.44",24,2021-06-17,
946,463,"","$47,964.16","$1,824.96",34,2021-04-18,
999,734,"","$15,000.00","$6,001.06",15,2021-05-17,
997,366,"","$22,350.22","$7,873.38",21,2021-05-18,
981,517,"","$30,149.56","$1,375.49",60,2021-03-30,
958,960,"","$15,000.00",$895.30,62,2021-07-15,
954,543,"","$15,000.00","$4,532.20",6,2021-02-27,
970,103,"","$15,000.00",$324.35,60,2021-02-23,
947,799,"","$46,643.24","$8,197.29",34,2021-03-16,
979,521,"","$34,384.19","$2,367.48",24,2021-05-21,
952,723,"","$19,017.35","$8,641.91",56,2021-07-30,
955,251,"","$15,000.00","$3,454.72",28,2021-05-14,
992,814,"","$15,000.00","$1,546.34",54,2021-03-08,
